id,text,label_level1,label_level2,label_level3,text_length,intent_complexity,sample_type,keywords,confidence_score
1522,我对贸易融资很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,信贷服务,企业贷款,贸易融资,中等文本,简单,medium,"贸易融资, 办理, 流程",0.97
1857,我想了解收益率对比的相关信息,产品咨询,产品对比,收益率对比,短文本,简单,short,"收益率对比, 收益",0.81
1558,请问健康保险怎么操作,投资理财,保险规划,健康保险,短文本,简单,short,"健康保险, 保险",0.82
1650,请问信用贷和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,信贷服务,个人贷款,信用贷,中等文本,简单,medium,信用贷,0.99
1529,请问税费缴纳怎么操作,交易服务,支付缴费,税费缴纳,短文本,简单,short,税费缴纳,0.95
1260,我对跨境汇款很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,交易服务,转账汇款,跨境汇款,中等文本,中等,medium,"跨境汇款, 办理, 流程",0.82
1311,请问风险测评怎么操作,风险合规,风险评估,风险测评,短文本,简单,short,"风险测评, 风险",0.94
1398,我想了解A股交易的相关信息,投资理财,股票投资,A股交易,短文本,简单,short,A股交易,0.92
1033,合规要求的具体流程是什么,风险合规,合规咨询,合规要求,短文本,简单,short,"合规要求, 流程",0.98
1227,请问交易记录怎么操作,交易服务,交易查询,交易记录,短文本,简单,short,交易记录,0.98
1203,请问税费缴纳和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,交易服务,支付缴费,税费缴纳,中等文本,中等,medium,税费缴纳,0.98
1762,我想了解大额存单的相关信息,投资理财,理财产品,大额存单,短文本,简单,short,大额存单,0.85
1275,额度查询的具体流程是什么,信贷服务,额度管理,额度查询,短文本,简单,short,"额度查询, 额度, 查询, 流程",0.87
1687,请问盾卡管理怎么操作,账户服务,安全验证,盾卡管理,短文本,简单,short,盾卡管理,0.91
1121,大额交易需要申报吗,风险合规,合规咨询,反洗钱,短文本,简单,short,反洗钱,0.86
1623,交易明细需要什么条件,交易服务,交易查询,交易明细,短文本,简单,short,"交易明细, 条件",0.91
1925,我想了解投资组合的相关信息,投资理财,资产配置,投资组合,短文本,简单,short,投资组合,0.96
1078,请问流动资金贷款和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,信贷服务,企业贷款,流动资金贷款,中等文本,中等,medium,"流动资金贷款, 贷款",0.85
1118,跨境汇款的具体流程是什么,交易服务,转账汇款,跨境汇款,短文本,简单,short,"跨境汇款, 流程",0.86
1548,我想了解人寿保险的相关信息,投资理财,保险规划,人寿保险,短文本,简单,short,"人寿保险, 保险",0.91
1283,我对合规要求很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,风险合规,合规咨询,合规要求,中等文本,简单,medium,"合规要求, 办理, 流程",0.94
1312,请问盾卡管理和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,账户服务,安全验证,盾卡管理,中等文本,简单,medium,盾卡管理,0.81
1523,担保方式的具体流程是什么,信贷服务,额度管理,担保方式,短文本,简单,short,"担保方式, 流程",0.95
1568,我对抵押贷很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,信贷服务,个人贷款,抵押贷,中等文本,中等,medium,"抵押贷, 办理, 流程",0.99
1907,债券基金收益怎么样,投资理财,基金投资,债券基金,短文本,简单,short,"债券基金, 收益, 基金",0.92
1292,请问代扣设置怎么操作,交易服务,代扣代缴,代扣设置,短文本,简单,short,代扣设置,0.9
1658,请问人寿保险和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,保险规划,人寿保险,中等文本,简单,medium,"人寿保险, 保险",0.85
1014,身份识别需要什么条件,风险合规,合规咨询,身份识别,短文本,简单,short,"身份识别, 条件",0.96
1919,大额存单需要什么条件,投资理财,理财产品,大额存单,短文本,简单,short,"大额存单, 条件",0.82
1313,请问承受能力和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,风险合规,风险评估,承受能力,中等文本,简单,medium,承受能力,0.89
1399,我对保险理赔很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,保险规划,保险理赔,中等文本,中等,medium,"保险理赔, 保险, 办理, 流程",0.93
1904,监管政策需要什么条件,风险合规,合规咨询,监管政策,短文本,简单,short,"监管政策, 条件",0.87
1895,管理费的具体流程是什么,产品咨询,费用说明,管理费,短文本,简单,short,"管理费, 流程",0.91
1503,产品公告的具体流程是什么,风险合规,信息披露,产品公告,短文本,简单,short,"产品公告, 流程",0.8
1348,信息披露查询的具体流程是什么,风险合规,信息披露,信息披露查询,短文本,简单,short,"信息披露查询, 查询, 流程",0.8
1425,请问贷款计算怎么操作,信贷服务,个人贷款,贷款计算,短文本,简单,short,"贷款计算, 贷款",0.84
1474,产品公告需要什么条件,风险合规,信息披露,产品公告,短文本,简单,short,"产品公告, 条件",0.93
1427,我想了解低风险产品的相关信息,产品咨询,产品推荐,低风险产品,短文本,简单,short,"低风险产品, 风险",0.84
1872,请问手续费和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,产品咨询,费用说明,手续费,中等文本,中等,medium,手续费,0.99
1557,请问抵押贷怎么操作,信贷服务,个人贷款,抵押贷,短文本,简单,short,抵押贷,0.96
1268,我对交易权限很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,账户服务,权限设置,交易权限,中等文本,中等,medium,"交易权限, 办理, 流程",0.8
1110,我想了解权限冻结的相关信息,账户服务,权限设置,权限冻结,短文本,简单,short,权限冻结,0.83
1922,我对抵押贷很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,信贷服务,个人贷款,抵押贷,中等文本,中等,medium,"抵押贷, 办理, 流程",0.81
1019,请问办卡申请和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,信贷服务,信用卡服务,办卡申请,中等文本,简单,medium,"办卡申请, 申请",0.87
1921,银行理财需要什么条件,投资理财,理财产品,银行理财,短文本,简单,short,"银行理财, 理财, 条件",0.9
1889,请问收益率对比和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,产品咨询,产品对比,收益率对比,中等文本,中等,medium,"收益率对比, 收益",0.99
1127,请问风险测评和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,风险合规,风险评估,风险测评,中等文本,简单,medium,"风险测评, 风险",0.89
1534,我想了解身份识别的相关信息,风险合规,合规咨询,身份识别,短文本,简单,short,身份识别,0.94
1356,贷款审批需要什么条件,信贷服务,企业贷款,贷款审批,短文本,简单,short,"贷款审批, 贷款, 条件",0.84
1538,交易权限的具体流程是什么,账户服务,权限设置,交易权限,短文本,简单,short,"交易权限, 流程",0.82
1482,请问抵押贷和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,信贷服务,个人贷款,抵押贷,中等文本,中等,medium,抵押贷,0.97
1756,临时额度的具体流程是什么,信贷服务,信用卡服务,临时额度,短文本,简单,short,"临时额度, 额度, 流程",0.83
1296,代扣查询的具体流程是什么,交易服务,代扣代缴,代扣查询,短文本,简单,short,"代扣查询, 查询, 流程",0.91
1140,贸易融资的具体流程是什么,信贷服务,企业贷款,贸易融资,短文本,简单,short,"贸易融资, 流程",0.91
1603,定期调整的具体流程是什么,投资理财,资产配置,定期调整,短文本,简单,short,"定期调整, 流程",0.82
1834,我想申购开放式基金,投资理财,基金投资,开放式基金,短文本,简单,short,"开放式基金, 基金",0.87
1718,资产配置建议的具体流程是什么,投资理财,资产配置,资产配置建议,短文本,简单,short,"资产配置建议, 流程",0.8
1846,请问财产保险怎么操作,投资理财,保险规划,财产保险,短文本,简单,short,"财产保险, 保险",0.91
1931,什么是指数基金,投资理财,基金投资,指数基金,短文本,简单,short,"指数基金, 基金",0.94
1595,请问车险怎么操作,投资理财,保险规划,车险,短文本,简单,short,车险,0.85
1995,请问贸易融资怎么操作,信贷服务,企业贷款,贸易融资,短文本,简单,short,贸易融资,0.88
1502,怎么设置自动缴费,交易服务,支付缴费,水电煤缴费,短文本,简单,short,"水电煤缴费, 缴费",0.97
1771,请问休眠账户激活怎么操作,账户服务,开户注销,休眠账户激活,短文本,简单,short,休眠账户激活,0.83
1527,我想了解手续费的相关信息,产品咨询,费用说明,手续费,短文本,简单,short,手续费,0.99
1143,我对担保方式很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,信贷服务,额度管理,担保方式,中等文本,简单,medium,"担保方式, 办理, 流程",0.88
1068,管理费需要什么条件,产品咨询,费用说明,管理费,短文本,简单,short,"管理费, 条件",0.86
1189,身份识别的具体流程是什么,风险合规,合规咨询,身份识别,短文本,简单,short,"身份识别, 流程",0.97
1360,代扣设置需要什么条件,交易服务,代扣代缴,代扣设置,短文本,简单,short,"代扣设置, 条件",0.86
1358,我需要转账到工商银行，请问多久能到账？手续费怎么计算？,交易服务,转账汇款,跨行转账,短文本,简单,short,"跨行转账, 转账, 手续费",0.91
1225,请问额度调整和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,信贷服务,额度管理,额度调整,中等文本,中等,medium,"额度调整, 额度",1.0
1455,开放式基金怎么买,投资理财,基金投资,开放式基金,短文本,简单,short,"开放式基金, 基金",0.82
1541,服务费的具体流程是什么,产品咨询,费用说明,服务费,短文本,简单,short,"服务费, 流程",0.97
1476,请问账单分期怎么操作,信贷服务,信用卡服务,账单分期,短文本,简单,short,账单分期,0.87
1774,我对盾卡管理很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,账户服务,安全验证,盾卡管理,中等文本,简单,medium,"盾卡管理, 办理, 流程",0.95
1417,我想了解美股交易的相关信息,投资理财,股票投资,美股交易,短文本,简单,short,美股交易,0.92
1707,跨行转账多久到账,交易服务,转账汇款,跨行转账,短文本,简单,short,"跨行转账, 转账",0.84
1517,请问代扣设置怎么操作,交易服务,代扣代缴,代扣设置,短文本,简单,short,代扣设置,0.86
1941,产品公告的具体流程是什么,风险合规,信息披露,产品公告,短文本,简单,short,"产品公告, 流程",0.98
1984,请问承受能力怎么操作,风险合规,风险评估,承受能力,短文本,简单,short,承受能力,0.81
1546,我想装修房子需要30万，请问消费贷的申请流程是什么？需要提供哪些材料？大概多久能批下来,信贷服务,个人贷款,消费贷,中等文本,中等,medium,"消费贷, 申请, 流程, 材料",0.85
1269,反洗钱审核要多久,风险合规,合规咨询,反洗钱,短文本,简单,short,反洗钱,0.99
1010,登录密码忘了怎么办,账户服务,密码管理,登录密码,短文本,简单,short,"登录密码, 密码",0.95
1644,债券基金适合长期持有吗,投资理财,基金投资,债券基金,短文本,简单,short,"债券基金, 基金",0.92
1682,请问手续费怎么操作,产品咨询,费用说明,手续费,短文本,简单,short,手续费,0.97
1381,请问稳健型产品和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,产品咨询,产品推荐,稳健型产品,中等文本,简单,medium,稳健型产品,0.91
1213,请问经营贷和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,信贷服务,个人贷款,经营贷,中等文本,简单,medium,经营贷,0.83
1267,港股通的具体流程是什么,投资理财,股票投资,港股通,短文本,简单,short,"港股通, 流程",0.82
1753,人脸识别需要什么条件,账户服务,安全验证,人脸识别,短文本,简单,short,"人脸识别, 条件",0.94
1876,我对身份识别很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,风险合规,合规咨询,身份识别,中等文本,中等,medium,"身份识别, 办理, 流程",0.82
1248,我对热门产品很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,产品咨询,产品推荐,热门产品,中等文本,简单,medium,"热门产品, 办理, 流程",0.96
1598,风险测评的具体流程是什么,风险合规,风险评估,风险测评,短文本,简单,short,"风险测评, 风险, 流程",0.88
1337,请问风险提示书和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,风险合规,信息披露,风险提示书,中等文本,中等,medium,"风险提示书, 风险",0.85
1403,身份识别的具体流程是什么,风险合规,合规咨询,身份识别,短文本,简单,short,"身份识别, 流程",0.9
1959,我对担保方式很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,信贷服务,额度管理,担保方式,中等文本,中等,medium,"担保方式, 办理, 流程",0.93
1000,密码找回的具体流程是什么,账户服务,密码管理,密码找回,短文本,简单,short,"密码找回, 密码, 流程",0.98
1287,交易记录需要什么条件,交易服务,交易查询,交易记录,短文本,简单,short,"交易记录, 条件",0.99
1588,代扣查询需要什么条件,交易服务,代扣代缴,代扣查询,短文本,简单,short,"代扣查询, 查询, 条件",0.96
1016,净值型理财的具体流程是什么,投资理财,理财产品,净值型理财,短文本,简单,short,"净值型理财, 理财, 流程",0.85
1795,请问大额存单和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,理财产品,大额存单,中等文本,中等,medium,大额存单,0.89
1325,我对委托授权很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,账户服务,权限设置,委托授权,中等文本,简单,medium,"委托授权, 办理, 流程",0.93
1430,交易权限的具体流程是什么,账户服务,权限设置,交易权限,短文本,简单,short,"交易权限, 流程",0.87
1124,请问预期收益型怎么操作,投资理财,理财产品,预期收益型,短文本,简单,short,"预期收益型, 收益",0.99
1393,开放式基金怎么买,投资理财,基金投资,开放式基金,短文本,简单,short,"开放式基金, 基金",0.8
1335,我对交易记录很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,交易服务,交易查询,交易记录,中等文本,中等,medium,"交易记录, 办理, 流程",0.93
1564,产品优缺点需要什么条件,产品咨询,产品对比,产品优缺点,短文本,简单,short,"产品优缺点, 条件",0.94
1751,港股通的具体流程是什么,投资理财,股票投资,港股通,短文本,简单,short,"港股通, 流程",0.9
1614,请问短信验证怎么操作,账户服务,安全验证,短信验证,短文本,简单,short,短信验证,0.83
1133,请问大额存单怎么操作,投资理财,理财产品,大额存单,短文本,简单,short,大额存单,0.97
1667,定期调整需要什么条件,投资理财,资产配置,定期调整,短文本,简单,short,"定期调整, 条件",0.97
1307,授信管理的具体流程是什么,信贷服务,额度管理,授信管理,短文本,简单,short,"授信管理, 流程",0.8
1250,密码找回的具体流程是什么,账户服务,密码管理,密码找回,短文本,简单,short,"密码找回, 密码, 流程",0.99
1249,请问委托授权怎么操作,账户服务,权限设置,委托授权,短文本,简单,short,委托授权,0.92
1867,休眠账户激活的具体流程是什么,账户服务,开户注销,休眠账户激活,短文本,简单,short,"休眠账户激活, 流程",0.82
1301,服务费的具体流程是什么,产品咨询,费用说明,服务费,短文本,简单,short,"服务费, 流程",0.8
1104,结构性存款需要什么条件,投资理财,理财产品,结构性存款,短文本,简单,short,"结构性存款, 存款, 条件",1.0
1746,请问基金赎回和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,基金投资,基金赎回,中等文本,简单,medium,"基金赎回, 基金",0.9
1813,怎么修改登录密码,账户服务,密码管理,登录密码,短文本,简单,short,"登录密码, 密码",0.99
1322,请问权限冻结和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,账户服务,权限设置,权限冻结,中等文本,中等,medium,权限冻结,0.97
1282,手续费需要什么条件,产品咨询,费用说明,手续费,短文本,简单,short,"手续费, 条件",0.9
1856,临时额度需要什么条件,信贷服务,信用卡服务,临时额度,短文本,简单,short,"临时额度, 额度, 条件",0.88
1900,请问交易明细和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,交易服务,交易查询,交易明细,中等文本,中等,medium,交易明细,0.84
1309,交易记录需要什么条件,交易服务,交易查询,交易记录,短文本,简单,short,"交易记录, 条件",0.99
1571,代扣取消的具体流程是什么,交易服务,代扣代缴,代扣取消,短文本,简单,short,"代扣取消, 流程",0.88
1521,我对实名认证很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,账户服务,安全验证,实名认证,中等文本,简单,medium,"实名认证, 办理, 流程",0.92
1873,我想了解休眠账户激活的相关信息,账户服务,开户注销,休眠账户激活,短文本,简单,short,休眠账户激活,0.98
1066,请问收益率对比怎么操作,产品咨询,产品对比,收益率对比,短文本,简单,short,"收益率对比, 收益",0.99
1870,我想了解定期调整的相关信息,投资理财,资产配置,定期调整,短文本,简单,short,定期调整,0.85
1178,我对预期收益很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,产品咨询,收益计算,预期收益,中等文本,简单,medium,"预期收益, 收益, 办理, 流程",0.95
1390,请问基金赎回怎么操作,投资理财,基金投资,基金赎回,短文本,简单,short,"基金赎回, 基金",0.98
1090,我想了解车险的相关信息,投资理财,保险规划,车险,短文本,简单,short,车险,0.83
1808,我对基金转换很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,基金投资,基金转换,中等文本,简单,medium,"基金转换, 基金, 办理, 流程",0.98
1991,请问美股交易怎么操作,投资理财,股票投资,美股交易,短文本,简单,short,美股交易,0.81
1318,请问实名认证怎么操作,账户服务,安全验证,实名认证,短文本,简单,short,实名认证,0.82
1188,额度调整的具体流程是什么,信贷服务,额度管理,额度调整,短文本,简单,short,"额度调整, 额度, 流程",0.87
1630,请问稳健型产品和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,产品咨询,产品推荐,稳健型产品,中等文本,简单,medium,稳健型产品,0.83
1219,请问基金转换怎么操作,投资理财,基金投资,基金转换,短文本,简单,short,"基金转换, 基金",0.93
1510,我对密码找回很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,账户服务,密码管理,密码找回,中等文本,简单,medium,"密码找回, 密码, 办理, 流程",0.96
1778,我想了解人脸识别的相关信息,账户服务,安全验证,人脸识别,短文本,简单,short,人脸识别,0.89
1570,行内转账限额是多少,交易服务,转账汇款,行内转账,短文本,简单,short,"行内转账, 转账",0.96
1631,请问账户注销和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,账户服务,开户注销,账户注销,中等文本,简单,medium,账户注销,0.81
1757,风险测评是什么,投资理财,资产配置,风险评估,短文本,简单,short,"风险评估, 风险",0.89
1853,请问结构性存款怎么操作,投资理财,理财产品,结构性存款,短文本,简单,short,"结构性存款, 存款",0.9
1389,手机银行可以给手机充值吗？我有两张手机卡都能充吗？,交易服务,支付缴费,手机充值,短文本,简单,short,手机充值,0.98
1826,货币基金需要什么条件,投资理财,基金投资,货币基金,短文本,简单,short,"货币基金, 基金, 条件",0.98
1350,固定资产贷款的具体流程是什么,信贷服务,企业贷款,固定资产贷款,短文本,简单,short,"固定资产贷款, 贷款, 流程",0.82
1353,我想了解服务费的相关信息,产品咨询,费用说明,服务费,短文本,简单,short,服务费,0.83
1440,请问银行理财和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,理财产品,银行理财,中等文本,中等,medium,"银行理财, 理财",0.96
1563,请问跨境汇款和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,交易服务,转账汇款,跨境汇款,中等文本,中等,medium,跨境汇款,0.82
1754,请问A股交易怎么操作,投资理财,股票投资,A股交易,短文本,简单,short,A股交易,0.91
1426,请问账户注销和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,账户服务,开户注销,账户注销,中等文本,简单,medium,账户注销,0.95
1274,请问赎回费怎么操作,产品咨询,费用说明,赎回费,短文本,简单,short,赎回费,0.93
1909,请问贷款计算和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,信贷服务,个人贷款,贷款计算,中等文本,中等,medium,"贷款计算, 贷款",0.95
1512,我想了解风险测评的相关信息,风险合规,风险评估,风险测评,短文本,简单,short,"风险测评, 风险",0.81
1222,承受能力的具体流程是什么,风险合规,风险评估,承受能力,短文本,简单,short,"承受能力, 流程",0.98
1185,我对新股申购很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,股票投资,新股申购,中等文本,中等,medium,"新股申购, 办理, 流程",0.83
1488,请问自动缴费怎么操作,交易服务,代扣代缴,自动缴费,短文本,简单,short,"自动缴费, 缴费",0.82
1747,请问进取型产品和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,产品咨询,产品推荐,进取型产品,中等文本,中等,medium,进取型产品,0.96
1930,流动资金贷款的具体流程是什么,信贷服务,企业贷款,流动资金贷款,短文本,简单,short,"流动资金贷款, 贷款, 流程",0.99
1772,请问实时转账和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,交易服务,转账汇款,实时转账,中等文本,中等,medium,"实时转账, 转账",0.98
1728,指数基金推荐,投资理财,基金投资,指数基金,短文本,简单,short,"指数基金, 基金",0.89
1391,请问定期调整怎么操作,投资理财,资产配置,定期调整,短文本,简单,short,定期调整,0.89
1513,请问车险和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,保险规划,车险,中等文本,中等,medium,车险,0.8
1023,我想了解信用贷的相关信息,信贷服务,个人贷款,信用贷,短文本,简单,short,信用贷,0.9
1871,请问管理费和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,产品咨询,费用说明,管理费,中等文本,简单,medium,管理费,0.92
1952,我想了解办卡申请的相关信息,信贷服务,信用卡服务,办卡申请,短文本,简单,short,"办卡申请, 申请",0.91
1637,请问企业开户怎么操作,账户服务,开户注销,企业开户,短文本,简单,short,"企业开户, 开户",0.83
1910,请问健康保险怎么操作,投资理财,保险规划,健康保险,短文本,简单,short,"健康保险, 保险",0.94
1583,监管政策的具体流程是什么,风险合规,合规咨询,监管政策,短文本,简单,short,"监管政策, 流程",0.9
1220,我对实时转账很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,交易服务,转账汇款,实时转账,中等文本,简单,medium,"实时转账, 转账, 办理, 流程",0.86
1422,我想了解账户注销的相关信息,账户服务,开户注销,账户注销,短文本,简单,short,账户注销,0.86
1528,我对持仓分析很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,股票投资,持仓分析,中等文本,中等,medium,"持仓分析, 办理, 流程",0.84
1162,我对健康保险很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,保险规划,健康保险,中等文本,简单,medium,"健康保险, 保险, 办理, 流程",0.84
1461,请问实际收益和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,产品咨询,收益计算,实际收益,中等文本,简单,medium,"实际收益, 收益",0.94
1187,请问稳健型产品怎么操作,产品咨询,产品推荐,稳健型产品,短文本,简单,short,稳健型产品,0.95
1438,我对授信管理很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,信贷服务,额度管理,授信管理,中等文本,中等,medium,"授信管理, 办理, 流程",0.81
1933,请问预期收益和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,产品咨询,收益计算,预期收益,中等文本,中等,medium,"预期收益, 收益",0.87
1026,我想了解办卡申请的相关信息,信贷服务,信用卡服务,办卡申请,短文本,简单,short,"办卡申请, 申请",0.97
1243,委托授权的具体流程是什么,账户服务,权限设置,委托授权,短文本,简单,short,"委托授权, 流程",0.91
1293,基金转换需要什么条件,投资理财,基金投资,基金转换,短文本,简单,short,"基金转换, 基金, 条件",0.99
1175,请问额度调整怎么操作,信贷服务,额度管理,额度调整,短文本,简单,short,"额度调整, 额度",0.93
1420,我想了解实名认证的相关信息,账户服务,安全验证,实名认证,短文本,简单,short,实名认证,0.9
1146,请问持仓分析和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,股票投资,持仓分析,中等文本,简单,medium,持仓分析,0.82
1087,结构性存款的具体流程是什么,投资理财,理财产品,结构性存款,短文本,简单,short,"结构性存款, 存款, 流程",0.93
1838,我想了解基金转换的相关信息,投资理财,基金投资,基金转换,短文本,简单,short,"基金转换, 基金",0.82
1741,怎么交水电费,交易服务,支付缴费,水电煤缴费,短文本,简单,short,水电煤缴费,0.91
1035,我想了解企业开户的相关信息,账户服务,开户注销,企业开户,短文本,简单,short,"企业开户, 开户",0.95
1093,请问A股交易怎么操作,投资理财,股票投资,A股交易,短文本,简单,short,A股交易,0.83
1453,密码重置需要什么条件,账户服务,密码管理,密码重置,短文本,简单,short,"密码重置, 密码, 条件",0.81
1037,跨行转账需要对方什么信息？只需要银行卡号还是也需要开户行名称？大额转账要提前预约吗,交易服务,转账汇款,跨行转账,中等文本,中等,medium,"跨行转账, 转账, 开户",0.93
1330,我对产品优缺点很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,产品咨询,产品对比,产品优缺点,中等文本,中等,medium,"产品优缺点, 办理, 流程",0.82
1806,请问股票查询怎么操作,投资理财,股票投资,股票查询,短文本,简单,short,"股票查询, 股票, 查询",0.87
1610,请问短信验证怎么操作,账户服务,安全验证,短信验证,短文本,简单,short,短信验证,0.83
1839,请问贷款计算怎么操作,信贷服务,个人贷款,贷款计算,短文本,简单,short,"贷款计算, 贷款",0.94
1382,房贷怎么申请,信贷服务,个人贷款,房贷,短文本,简单,short,"房贷, 申请",0.98
